Location_Name,Address_Line_1,City,State,Zipcode,Extended_Address,Latitude,Longitude,Meeting_Name,Day,Start,End,Type
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Wednesdays,10:00 AM,11:00 AM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Tuesdays,10:00 AM,11:00 AM,S
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Mondays,10:00 AM,11:00 AM,B
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Saturdays,10:00 AM,11:00 AM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Sundays,10:00 AM,11:00 AM,S
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Fridays,10:00 AM,11:00 AM,BB
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Thursdays,12:30 PM,1:30 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Wednesdays,12:30 PM,1:30 PM,S
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Tuesdays,12:30 PM,1:30 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Mondays,12:30 PM,1:30 PM,B
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Saturdays,12:30 PM,1:30 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Sundays,12:30 PM,1:30 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Fridays,12:30 PM,1:30 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Saturdays,2:00 PM,3:00 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Sundays,2:00 PM,3:00 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Fridays,4:00 PM,5:00 PM,S
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Thursdays,4:00 PM,5:00 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Wednesdays,4:00 PM,5:00 PM,B
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Tuesdays,4:00 PM,5:00 PM,BB
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Mondays,4:00 PM,5:00 PM,B
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Saturdays,4:00 PM,5:00 PM,S
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Sundays,4:00 PM,5:00 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Fridays,6:15 PM,7:15 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Thursdays,6:15 PM,7:15 PM,O
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Wednesdays,6:15 PM,7:15 PM,B
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Tuesdays,6:15 PM,7:15 PM,S
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Mondays,6:15 PM,7:15 PM,T
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Saturdays,6:15 PM,7:15 PM,B
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Sundays,6:15 PM,7:15 PM,OD
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Sundays,8:00 PM,9:00 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Fridays,8:00 PM,9:00 PM,B
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Wednesdays,8:00 PM,9:00 PM,BB
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Tuesdays,8:00 PM,9:00 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Saturdays,8:00 PM,9:00 PM,O
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Saturdays,10:00 PM,11:00 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Sundays,10:00 PM,11:00 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Fridays,10:00 PM,11:00 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Thursdays,10:00 PM,11:00 PM,S
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Tuesdays,10:00 PM,11:00 PM,C
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Mondays,10:00 PM,11:00 PM,B
St. Monica's Church,413 East 79th Street,New York,NY,10021,"St. Monica's Church,413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,seventy-ninth street workshop,Wednesdays,10:00 PM,11:00 PM,C
New York Blood Center,310 East 67th Street,New York,NY,10065,"New York Blood Center,310 East 67th Street,Auditorium,Betw. 1st & 2nd Avenues,NY 10065",40.7651821,-73.9599207,step by step,Saturdays,10:00 AM,11:00 AM,S
Lenox Hill Neighborhood House,331 East 70th St,New York,NY,10021,"Lenox Hill Neighborhood House,331 East 70th St,Betw 1st & 2nd Avenues,NY 10021",40.766948,-73.9577722,sunday on 70th,Sundays,10:00 AM,11:00 AM,B
Church of St. Catherine of Siena,411 East 68th Street,New York,NY,10021,"Church of St. Catherine of Siena,411 East 68th Street,Betw. York & 1st Avenues,NY 10021",40.7651081,-73.957215,sutton,Saturdays,6:30 PM,7:30 PM,OD
Holy Trinity Church,341 East 87th Street,New York,NY,10128,"Holy Trinity Church,341 East 87th Street,Choir Room,Ring Bell,Btw. 1st & 2nd Avenues,NY 10128",40.7780211,-73.9497263,trinity,Fridays,7:00 PM,8:00 PM,S
Holy Trinity Church,341 East 87th Street,New York,NY,10128,"Holy Trinity Church,341 East 87th Street,Choir Room,Ring Bell,Btw. 1st & 2nd Avenues,NY 10128",40.7780211,-73.9497263,trinity,Tuesdays,7:15 PM,8:15 PM,B
Holy Trinity Church,341 East 87th Street,New York,NY,10128,"Holy Trinity Church,341 East 87th Street,Choir Room,Ring Bell,Btw. 1st & 2nd Avenues,NY 10128",40.7780211,-73.9497263,trinity,Fridays,8:30 PM,9:30 PM,B
Holy Trinity Church,341 East 87th Street,New York,NY,10128,"Holy Trinity Church,341 East 87th Street,Choir Room,Ring Bell,Btw. 1st & 2nd Avenues,NY 10128",40.7780211,-73.9497263,trinity,Tuesdays,8:30 PM,9:30 PM,C
